0	2.807502	2.489174	10.878127	10.700088	1.236862	5.106506	5.048569	9.811062	8.878970	1.181343
1	9.370805	8.974309	5.839086	10.919428	-1.710182	10.133180	9.881763	7.747315	11.356211	-0.642665
2	8.924101	8.865397	10.121169	9.950052	2.190862	1.747605	1.522367	13.092050	8.859768	1.939280
3	2.829521	2.365832	14.260467	9.659346	0.740733	1.951357	1.592671	6.505837	9.528348	-0.311572
4	1.605270	1.488883	6.976027	13.942847	-2.689045	8.179872	7.257006	13.704242	9.463207	2.840824
5	7.712262	7.567444	14.386390	6.997338	-1.719716	1.860956	1.833026	5.353994	11.402684	0.724988
6	1.777455	1.414147	8.034027	6.994599	-0.589843	8.374472	7.407398	5.530841	10.695955	0.475199
7	8.430302	7.897483	10.442788	12.230066	1.026256	3.506179	2.737885	11.059787	13.183041	1.709572
8	10.261286	9.386824	14.335286	7.735432	0.964141	8.672559	8.239921	14.344188	8.130712	3.008950
9	9.776777	9.148534	7.928494	11.392002	1.594963	7.201843	6.807736	11.382867	14.743062	0.292286
10	5.262357	4.555325	14.527050	8.343243	-2.933767	6.720221	5.767499	7.598473	6.096601	-1.624000
11	3.468251	2.619361	9.647544	12.600703	1.887092	3.490181	3.239360	7.960335	5.344097	-1.680311
12	7.148387	6.808830	13.145990	9.139296	1.497193	1.360250	1.310671	14.182178	5.258461	-2.216000
13	9.054558	8.433044	8.753785	10.619077	-0.241432	5.745012	5.593924	14.864641	9.685313	-2.845252
14	7.471135	6.506560	8.878481	5.058861	-2.933848	1.453783	0.664739	6.488287	5.564090	0.831374
15	8.897766	8.634213	11.216973	14.684763	-2.416688	10.193507	9.941013	9.487295	8.551251	-2.941659
16	7.684860	6.699582	14.415781	11.738591	-0.746988	7.388277	6.447151	11.861075	11.872385	-1.680219
17	5.795751	5.148542	7.344654	5.487249	2.368788	2.708148	2.585011	12.613552	13.540866	-0.831359
18	3.176517	2.989634	14.661170	9.764413	-2.139963	4.927821	4.758574	12.875221	7.293103	0.431751
19	4.159755	3.930520	14.352747	8.462762	1.378715	10.670272	10.589546	5.958269	7.753739	0.598804
20	2.374031	2.041419	11.588426	14.845423	-2.677562	3.837984	2.972143	7.512817	14.421490	1.871613
21	7.866987	7.138385	12.246621	12.945601	-2.370081	2.803202	2.138436	11.401850	6.477242	-1.501104
22	9.015785	8.618088	8.676891	14.832918	-3.075823	8.881747	8.777881	10.553410	12.900913	2.389688
23	4.991172	4.968890	12.271312	6.848789	2.365752	9.039888	8.545431	11.309626	13.076467	0.122912
24	9.713374	9.599184	7.071496	12.349656	3.056007	7.615798	6.746029	5.521099	13.474120	2.236972
25	2.094015	1.985812	6.732903	14.807259	-1.069199	2.548935	2.397306	12.740821	12.880840	-2.974927
26	5.824691	4.872006	11.042023	13.078986	-0.550177	10.240873	9.896938	7.074577	11.616840	-3.074640
27	7.492236	6.927975	10.399544	10.370249	-1.830338	10.018480	9.055613	8.021505	8.796272	1.380583
28	5.286130	5.199363	14.701632	12.959912	1.135705	8.006524	7.563740	13.341435	5.407877	-2.180238
